date,sex,race,age,city,suspicion,action
2013-03-17,male,black,21,Dorchester,Probable Cause,stopped
2013-03-17,male,white,60,Charlestown,Probable Cause,observed
2013-03-17,male,white,26,Charlestown,Probable Cause,observed
2013-03-17,male,black,19,Dorchester,Probable Cause,stopped
2013-03-18,male,hispanic,41,East Boston,Reasonable Suspicion,stopped
2013-03-18,male,white,36,Boston,Probable Cause,stopped
2013-03-18,female,white,29,Charlestown,Probable Cause,stopped
2013-03-18,male,black,50,Boston,Probable Cause,stopped
2013-03-18,male,black,49,Boston,Reasonable Suspicion,observed
2013-03-18,female,black,69,Dorchester,Reasonable Suspicion,stopped
2013-03-18,male,white,37,Charlestown,Probable Cause,stopped
2013-03-19,male,black,20,Roxbury,Probable Cause,stopped
2013-03-19,male,black,24,Boston,Reasonable Suspicion,observed
2013-03-19,male,black,20,Dorchester,Probable Cause,stopped
2013-03-19,male,hispanic,41,Dorchester,Reasonable Suspicion,observed
2013-03-19,male,black,24,Dorchester,Reasonable Suspicion,observed
2013-03-19,male,white,27,Charlestown,Probable Cause,stopped
2013-03-19,male,black,35,Mattapan,Reasonable Suspicion,stopped
2013-03-19,male,black,18,Dorchester,Probable Cause,stopped
2013-03-20,male,hispanic,24,East Boston,Consented to be Search,stopped
2013-03-20,male,black,54,Dorchester,Probable Cause,stopped
2013-03-20,male,white,28,Dorchester,Probable Cause,stopped
2013-03-20,male,black,60,Dorchester,Probable Cause,stopped
2013-03-20,male,black,39,Dorchester,Probable Cause,stopped
2013-03-20,male,asian,42,Dorchester,Probable Cause,stopped
2013-03-20,female,black,18,Boston,Reasonable Suspicion,observed
2013-03-20,male,black,25,Roxbury,Probable Cause,stopped
2013-03-20,female,black,50,Mattapan,Probable Cause,stopped
2013-03-20,male,black,64,Dorchester,Reasonable Suspicion,observed
2013-03-20,male,black,21,East Boston,Consented to be Search,stopped
2013-03-20,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-03-20,female,black,33,Dorchester,Probable Cause,observed
2013-03-20,male,black,17,Dorchester,Reasonable Suspicion,stopped
2013-03-20,male,black,43,Boston,Reasonable Suspicion,stopped
2013-03-20,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-03-20,female,black,19,Allston,Probable Cause,observed
2013-03-20,female,black,33,Dorchester,Probable Cause,observed
2013-03-21,male,white,50,Dorchester,Probable Cause,stopped
2013-03-21,female,white,46,East Boston,Probable Cause,stopped
2013-03-21,male,black,25,Roxbury,Reasonable Suspicion,stopped
2013-03-21,male,black,37,Hyde Park,Probable Cause,observed
2013-03-21,female,hispanic,36,Hyde Park,Probable Cause,observed
2013-03-21,male,black,21,Roxbury,Probable Cause,stopped
2013-03-21,male,hispanic,52,Brighton,Reasonable Suspicion,stopped
2013-03-21,male,black,61,Roxbury,Probable Cause,stopped
2013-03-21,male,black,23,Boston,Probable Cause,stopped
2013-03-21,male,black,17,Dorchester,Probable Cause,stopped
2013-03-21,male,hispanic,30,Boston,Probable Cause,stopped
2013-03-21,male,hispanic,39,Boston,Probable Cause,stopped
2013-03-21,male,black,26,Mattapan,Probable Cause,observed
2013-03-21,male,black,42,Roxbury,Reasonable Suspicion,stopped
2013-03-21,female,asian,46,South Boston,Probable Cause,observed
2013-03-21,male,hispanic,19,Dorchester,Probable Cause,stopped
2013-03-21,male,white,23,Roslindale,Probable Cause,stopped
2013-03-21,male,black,22,Mattapan,Probable Cause,stopped
2013-03-21,male,black,40,Boston,Reasonable Suspicion,stopped
2013-03-21,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-03-21,male,black,51,Roxbury,Probable Cause,observed
2013-03-22,male,white,45,Allston,Reasonable Suspicion,stopped
2013-03-22,female,white,39,Brighton,Probable Cause,stopped
2013-03-22,male,black,44,Dorchester,Probable Cause,stopped
2013-03-22,male,white,28,Boston,Probable Cause,observed
2013-03-22,male,black,36,South Boston,Probable Cause,observed
2013-03-22,female,black,29,Boston,Probable Cause,stopped
2013-03-23,male,black,47,Dorchester,Probable Cause,observed
2013-03-23,male,black,14,Dorchester,Probable Cause,stopped
2013-03-23,male,white,18,Jamaica Plain,Probable Cause,stopped
2013-03-24,male,black,27,Jamaica Plain,Probable Cause,stopped
2013-03-24,male,white,27,Charlestown,Probable Cause,stopped
2013-03-24,female,black,28,Charlestown,Probable Cause,stopped
2013-03-24,male,black,28,Boston,Reasonable Suspicion,stopped
2013-03-24,male,white,30,Boston,Probable Cause,stopped
2013-03-24,male,black,26,Boston,Reasonable Suspicion,stopped
2013-03-24,male,white,25,Charlestown,Probable Cause,stopped
2013-03-25,male,black,51,Boston,Reasonable Suspicion,stopped
2013-03-25,male,black,48,Roxbury,Probable Cause,stopped
2013-03-25,male,black,32,Dorchester,Probable Cause,stopped
2013-03-25,male,black,47,Boston,Reasonable Suspicion,stopped
2013-03-25,male,black,36,Roxbury,Probable Cause,stopped
2013-03-25,female,black,46,Dorchester,Reasonable Suspicion,observed
2013-03-25,male,black,26,Boston,Reasonable Suspicion,stopped
2013-03-26,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-03-26,male,hispanic,35,Roslindale,Reasonable Suspicion,stopped
2013-03-26,male,black,42,Boston,Reasonable Suspicion,stopped
2013-03-26,male,black,59,Boston,Probable Cause,observed
2013-03-26,male,white,56,Boston,Reasonable Suspicion,observed
2013-03-26,male,black,51,Jamaica Plain,Probable Cause,stopped
2013-03-26,male,black,42,Boston,Reasonable Suspicion,stopped
2013-03-26,female,black,63,Dorchester,Probable Cause,stopped
2013-03-26,female,white,32,Boston,Probable Cause,stopped
2013-03-26,male,black,30,South Boston,Probable Cause,stopped
2013-03-26,male,black,23,Hyde Park,Probable Cause,stopped
2013-03-27,female,white,54,Charlestown,Reasonable Suspicion,observed
2013-03-27,male,white,26,Boston,Probable Cause,stopped
2013-03-27,male,white,18,Roxbury,Probable Cause,stopped
2013-03-27,male,white,52,Dorchester,Reasonable Suspicion,stopped
2013-03-27,female,white,22,Boston,Probable Cause,stopped
2013-03-27,male,black,34,Boston,Probable Cause,observed
2013-03-27,male,hispanic,24,Jamaica Plain,Probable Cause,stopped
2013-03-27,male,black,56,Mattapan,Reasonable Suspicion,observed
2013-03-27,male,white,33,Boston,Reasonable Suspicion,observed
2013-03-27,male,white,58,Boston,Probable Cause,observed
2013-03-27,female,white,47,Boston,Reasonable Suspicion,observed
2013-03-27,male,black,58,Boston,Probable Cause,stopped
2013-03-27,male,white,27,Boston,Probable Cause,stopped
2013-03-27,male,black,55,South End,Reasonable Suspicion,observed
2013-03-27,male,black,27,Hyde Park,Probable Cause,stopped
2013-03-27,male,black,18,Brighton,Reasonable Suspicion,stopped
2013-03-27,male,black,22,Dorchester,Probable Cause,observed
2013-03-27,female,white,44,Boston,Reasonable Suspicion,observed
2013-03-27,male,black,55,Boston,Reasonable Suspicion,observed
2013-03-27,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-03-27,female,white,47,Boston,Probable Cause,observed
2013-03-27,male,white,58,Boston,Reasonable Suspicion,observed
2013-03-27,male,white,33,Boston,Reasonable Suspicion,observed
2013-03-27,female,white,44,Boston,Probable Cause,observed
2013-03-27,male,black,50,Dorchester,Reasonable Suspicion,observed
2013-03-28,male,hispanic,25,South End,Probable Cause,stopped
2013-03-28,male,black,52,South Boston,Probable Cause,stopped
2013-03-28,male,white,40,Roxbury,Probable Cause,stopped
2013-03-28,male,black,19,Roxbury,Probable Cause,stopped
2013-03-28,male,hispanic,23,Roslindale,Probable Cause,stopped
2013-03-28,male,black,17,Roxbury,Probable Cause,stopped
2013-03-28,female,white,31,Boston,Probable Cause,stopped
2013-03-28,male,black,39,Roxbury,Reasonable Suspicion,stopped
2013-03-28,male,hispanic,19,Roslindale,Probable Cause,stopped
2013-03-28,male,hispanic,17,Roslindale,Probable Cause,stopped
2013-03-28,female,hispanic,22,Boston,Probable Cause,stopped
2013-03-28,male,black,20,Roxbury,Reasonable Suspicion,stopped
2013-03-29,male,black,21,Dorchester,Probable Cause,stopped
2013-03-29,male,white,33,Roxbury,Probable Cause,stopped
2013-03-29,male,black,20,Mattapan,Probable Cause,stopped
2013-03-29,female,black,22,Boston,Probable Cause,stopped
2013-03-29,male,black,20,Roxbury,Probable Cause,stopped
2013-03-29,male,black,39,Roxbury,Reasonable Suspicion,stopped
2013-03-29,male,black,22,Roxbury,Probable Cause,stopped
2013-03-29,male,black,51,Boston,Reasonable Suspicion,stopped
2013-03-29,male,black,51,Dorchester,Probable Cause,stopped
2013-03-29,male,asian,64,Boston,Probable Cause,stopped
2013-03-29,male,white,36,Roxbury,Probable Cause,observed
2013-03-29,male,black,51,Boston,Reasonable Suspicion,observed
2013-03-29,male,asian,58,Boston,Probable Cause,stopped
2013-03-30,male,white,17,South Boston,Probable Cause,stopped
2013-03-30,male,white,25,Charlestown,Probable Cause,stopped
2013-03-30,male,white,37,Charlestown,Probable Cause,stopped
2013-03-30,male,black,20,Dorchester,Probable Cause,observed
2013-03-30,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-03-30,male,black,39,Boston,Reasonable Suspicion,observed
2013-03-30,male,white,69,Boston,Reasonable Suspicion,stopped
2013-03-30,male,white,24,Jamaica Plain,Probable Cause,stopped
2013-03-30,male,white,18,South Boston,Reasonable Suspicion,stopped
2013-03-30,male,white,18,South Boston,Reasonable Suspicion,stopped
2013-03-30,female,black,26,Charlestown,Reasonable Suspicion,stopped
2013-03-30,male,asian,25,Dorchester,Probable Cause,stopped
2013-03-31,male,white,33,Boston,Probable Cause,observed
2013-03-31,female,white,47,Boston,Reasonable Suspicion,observed
2013-03-31,male,black,36,Dorchester,Probable Cause,stopped
2013-03-31,male,white,19,South Boston,Reasonable Suspicion,observed
2013-03-31,male,black,24,Boston,Reasonable Suspicion,stopped
2013-03-31,male,black,31,Boston,Reasonable Suspicion,stopped
2013-03-31,male,asian,22,Dorchester,Probable Cause,stopped
2013-03-31,male,white,26,South Boston,Probable Cause,stopped
2013-03-31,male,black,50,Dorchester,Probable Cause,stopped
2013-04-01,male,white,43,Brighton,Probable Cause,observed
2013-04-01,male,white,27,Boston,Probable Cause,stopped
2013-04-01,male,white,32,Boston,Probable Cause,observed
2013-04-01,male,hispanic,21,South Boston,Probable Cause,stopped
2013-04-01,male,black,41,Roxbury,Reasonable Suspicion,stopped
2013-04-01,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-04-01,female,black,48,Dorchester,Probable Cause,observed
2013-04-01,male,black,52,Mattapan,Reasonable Suspicion,stopped
2013-04-01,male,white,46,Brighton,Reasonable Suspicion,stopped
2013-04-01,male,black,21,Dorchester,Probable Cause,observed
2013-04-01,female,hispanic,25,Boston,Probable Cause,stopped
2013-04-01,male,hispanic,20,Dorchester,Reasonable Suspicion,stopped
2013-04-01,female,white,16,West Roxbury,Probable Cause,stopped
2013-04-01,male,white,35,South End,Probable Cause,observed
2013-04-01,male,white,33,Boston,Reasonable Suspicion,observed
2013-04-01,male,white,30,South End,Probable Cause,observed
2013-04-01,male,black,19,Boston,Reasonable Suspicion,observed
2013-04-01,male,black,23,Boston,Probable Cause,observed
2013-04-02,male,black,24,Boston,Reasonable Suspicion,observed
2013-04-02,male,black,19,Boston,Probable Cause,observed
2013-04-02,male,black,29,South Boston,Probable Cause,stopped
2013-04-02,female,white,43,Jamaica Plain,Probable Cause,stopped
2013-04-02,male,hispanic,48,Dorchester,Probable Cause,stopped
2013-04-02,male,black,23,Roxbury,Probable Cause,stopped
2013-04-02,male,black,36,Dorchester,Probable Cause,stopped
2013-04-02,male,white,27,South End,Probable Cause,stopped
2013-04-02,male,white,32,East Boston,Probable Cause,stopped
2013-04-02,male,black,23,Roxbury,Probable Cause,stopped
2013-04-03,male,white,32,East Boston,Reasonable Suspicion,observed
2013-04-03,male,white,50,Boston,Reasonable Suspicion,stopped
2013-04-03,male,hispanic,17,East Boston,Probable Cause,stopped
2013-04-03,male,black,19,Roxbury,Probable Cause,stopped
2013-04-03,male,white,52,Boston,Reasonable Suspicion,observed
2013-04-03,male,black,24,Dorchester,Probable Cause,stopped
2013-04-03,male,white,57,Boston,Probable Cause,stopped
2013-04-03,male,black,69,Dorchester,Probable Cause,stopped
2013-04-03,male,white,26,Dorchester,Probable Cause,stopped
2013-04-03,male,black,45,Dorchester,Probable Cause,stopped
2013-04-03,male,white,34,Boston,Reasonable Suspicion,observed
2013-04-03,male,hispanic,27,Roslindale,Reasonable Suspicion,observed
2013-04-03,male,hispanic,31,Roslindale,Reasonable Suspicion,stopped
2013-04-03,male,black,32,West Roxbury,Probable Cause,stopped
2013-04-03,female,white,26,Boston,Reasonable Suspicion,observed
2013-04-03,male,black,16,Dorchester,Probable Cause,observed
2013-04-04,male,white,26,East Boston,Reasonable Suspicion,observed
2013-04-04,male,white,48,Hyde Park,Probable Cause,stopped
2013-04-04,male,white,30,Boston,Reasonable Suspicion,observed
2013-04-04,male,white,27,Boston,Probable Cause,stopped
2013-04-04,female,black,23,Dorchester,Probable Cause,stopped
2013-04-04,male,hispanic,36,West Roxbury,Probable Cause,stopped
2013-04-04,male,white,45,Dorchester,Reasonable Suspicion,stopped
2013-04-04,male,black,37,Mattapan,Probable Cause,stopped
2013-04-04,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-04-04,female,black,23,Mattapan,Probable Cause,stopped
2013-04-04,male,white,45,Boston,Probable Cause,stopped
2013-04-04,male,black,21,Dorchester,Probable Cause,stopped
2013-04-05,male,black,22,Dorchester,Probable Cause,stopped
2013-04-05,male,black,30,Boston,Reasonable Suspicion,stopped
2013-04-05,male,black,31,Boston,Reasonable Suspicion,stopped
2013-04-05,male,black,29,Hyde Park,Reasonable Suspicion,stopped
2013-04-05,male,black,54,Boston,Reasonable Suspicion,stopped
2013-04-05,male,black,57,South End,Reasonable Suspicion,observed
2013-04-05,male,black,23,Hyde Park,Reasonable Suspicion,stopped
2013-04-05,male,black,31,Roxbury,Probable Cause,stopped
2013-04-05,male,black,24,Hyde Park,Reasonable Suspicion,stopped
2013-04-05,male,black,27,Roxbury,Probable Cause,stopped
2013-04-05,male,black,59,Boston,Reasonable Suspicion,stopped
2013-04-05,male,hispanic,35,Dorchester,Probable Cause,stopped
2013-04-05,female,black,20,Dorchester,Probable Cause,stopped
2013-04-05,male,black,26,Dorchester,Probable Cause,stopped
2013-04-06,male,black,23,Roxbury,Probable Cause,stopped
2013-04-06,male,hispanic,32,Roslindale,Probable Cause,stopped
2013-04-06,male,white,27,Boston,Probable Cause,observed
2013-04-06,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-04-06,male,black,40,Dorchester,Probable Cause,stopped
2013-04-06,male,black,33,Roxbury,Probable Cause,observed
2013-04-06,male,black,28,Dorchester,Reasonable Suspicion,observed
2013-04-07,male,middle eastern,21,Dorchester,Reasonable Suspicion,observed
2013-04-07,male,white,34,Roxbury,Probable Cause,stopped
2013-04-07,male,black,22,Roxbury,Reasonable Suspicion,stopped
2013-04-07,male,black,29,Dorchester,Probable Cause,stopped
2013-04-07,male,black,28,Jamaica Plain,Probable Cause,stopped
2013-04-07,male,black,32,Boston,Probable Cause,stopped
2013-04-07,male,middle eastern,29,Boston,Probable Cause,stopped
2013-04-07,male,black,45,East Boston,Probable Cause,observed
2013-04-07,male,hispanic,48,Roslindale,Reasonable Suspicion,stopped
2013-04-07,male,white,17,Dorchester,Probable Cause,stopped
2013-04-07,male,white,33,Boston,Reasonable Suspicion,stopped
2013-04-07,male,black,20,Dorchester,Probable Cause,stopped
2013-04-07,female,black,20,Jamaica Plain,Probable Cause,stopped
2013-04-07,male,black,31,Boston,Probable Cause,stopped
2013-04-07,male,black,23,Dorchester,Reasonable Suspicion,stopped
2013-04-07,male,black,41,Boston,Probable Cause,stopped
2013-04-07,male,hispanic,32,Boston,Probable Cause,stopped
2013-04-07,male,black,16,Dorchester,Reasonable Suspicion,observed
2013-04-08,male,hispanic,45,Dorchester,Probable Cause,stopped
2013-04-08,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-04-08,male,white,38,South End,Probable Cause,observed
2013-04-08,male,white,37,South Boston,Probable Cause,stopped
2013-04-08,female,hispanic,34,Dorchester,Probable Cause,stopped
2013-04-08,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-04-08,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-04-08,male,white,30,Boston,Probable Cause,stopped
2013-04-08,female,hispanic,26,Dorchester,Reasonable Suspicion,observed
2013-04-08,male,black,39,Charlestown,Probable Cause,observed
2013-04-08,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-04-08,male,black,34,Dorchester,Reasonable Suspicion,stopped
2013-04-08,female,hispanic,27,Charlestown,Probable Cause,stopped
2013-04-08,male,white,26,Dorchester,Probable Cause,stopped
2013-04-08,male,black,22,Roxbury,Reasonable Suspicion,stopped
2013-04-08,male,black,29,Boston,Reasonable Suspicion,observed
2013-04-08,male,white,48,Boston,Probable Cause,stopped
2013-04-08,male,black,21,Roxbury,Probable Cause,stopped
2013-04-08,male,white,35,South End,Reasonable Suspicion,observed
2013-04-08,male,black,21,Roxbury,Reasonable Suspicion,observed
2013-04-08,female,black,40,Dorchester,Probable Cause,stopped
2013-04-08,male,black,31,East Boston,Consented to be Search,stopped
2013-04-08,male,black,24,Dorchester,Probable Cause,stopped
2013-04-08,male,black,32,Boston,Probable Cause,stopped
2013-04-08,male,black,75,Dorchester,Probable Cause,stopped
2013-04-08,male,white,34,Boston,Probable Cause,observed
2013-04-08,male,black,44,Dorchester,Probable Cause,stopped
2013-04-09,male,white,42,East Boston,Reasonable Suspicion,stopped
2013-04-09,male,black,33,Roxbury,Probable Cause,observed
2013-04-09,male,white,23,Boston,Probable Cause,stopped
2013-04-09,male,white,22,West Roxbury,Probable Cause,stopped
2013-04-09,male,black,36,Boston,Reasonable Suspicion,stopped
2013-04-09,male,white,47,South Boston,Reasonable Suspicion,stopped
2013-04-10,male,white,30,Roxbury,Probable Cause,stopped
2013-04-10,male,white,43,South Boston,Reasonable Suspicion,stopped
2013-04-10,male,white,29,Dorchester,Probable Cause,stopped
2013-04-10,male,black,36,North End,Probable Cause,stopped
2013-04-10,female,white,30,West Roxbury,Probable Cause,stopped
2013-04-10,male,black,29,Boston,Probable Cause,stopped
2013-04-10,male,black,54,Roxbury,Probable Cause,stopped
2013-04-10,male,white,25,West Roxbury,Probable Cause,stopped
2013-04-11,male,black,27,Boston,Probable Cause,stopped
2013-04-11,male,hispanic,47,Boston,Reasonable Suspicion,stopped
2013-04-11,male,black,20,Boston,Probable Cause,stopped
2013-04-11,male,white,24,Boston,Probable Cause,stopped
2013-04-11,male,white,28,Boston,Probable Cause,stopped
2013-04-11,male,black,20,Hyde Park,Consented to be Search,stopped
2013-04-11,male,white,22,Boston,Probable Cause,stopped
2013-04-11,male,black,51,Boston,Probable Cause,stopped
2013-04-11,male,white,22,Dorchester,Probable Cause,stopped
2013-04-12,male,black,21,Dorchester,Probable Cause,stopped
2013-04-12,male,hispanic,59,Dorchester,Probable Cause,stopped
2013-04-12,male,hispanic,39,South Boston,Reasonable Suspicion,observed
2013-04-12,male,hispanic,20,Roxbury,Probable Cause,observed
2013-04-12,male,hispanic,40,Dorchester,Probable Cause,stopped
2013-04-12,male,black,26,Boston,Reasonable Suspicion,stopped
2013-04-12,male,black,44,Boston,Reasonable Suspicion,stopped
2013-04-12,female,hispanic,26,Boston,Reasonable Suspicion,stopped
2013-04-12,male,black,19,Jamaica Plain,Probable Cause,stopped
2013-04-13,male,black,24,Dorchester,Probable Cause,stopped
2013-04-13,male,white,36,West Roxbury,Probable Cause,stopped
2013-04-13,male,black,19,Boston,Probable Cause,stopped
2013-04-13,male,white,38,Roxbury,Probable Cause,stopped
2013-04-13,male,black,70,Roxbury,Reasonable Suspicion,stopped
2013-04-13,male,hispanic,25,Dorchester,Probable Cause,stopped
2013-04-13,male,white,38,Roxbury,Probable Cause,stopped
2013-04-13,male,black,50,Mattapan,Probable Cause,stopped
2013-04-13,male,hispanic,25,Boston,Probable Cause,stopped
2013-04-13,male,hispanic,27,Boston,Probable Cause,observed
2013-04-13,male,middle eastern,22,Boston,Probable Cause,observed
2013-04-13,male,black,37,Dorchester,Probable Cause,stopped
2013-04-13,male,hispanic,19,South Boston,Probable Cause,stopped
2013-04-13,male,hispanic,24,Jamaica Plain,Reasonable Suspicion,stopped
2013-04-13,male,black,24,Dorchester,Probable Cause,stopped
2013-04-13,male,hispanic,19,South Boston,Probable Cause,stopped
2013-04-13,female,white,64,Dorchester,Probable Cause,stopped
2013-04-13,male,hispanic,23,Jamaica Plain,Probable Cause,stopped
2013-04-13,male,black,24,Dorchester,Probable Cause,stopped
2013-04-14,male,black,49,Roslindale,Probable Cause,stopped
2013-04-14,male,white,35,South Boston,Reasonable Suspicion,stopped
2013-04-14,male,white,54,Dorchester,Probable Cause,stopped
2013-04-14,male,white,37,Boston,Reasonable Suspicion,stopped
2013-04-14,male,white,60,Dorchester,Probable Cause,stopped
2013-04-14,male,black,54,Boston,Reasonable Suspicion,stopped
2013-04-14,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-04-14,male,black,62,West Roxbury,Consented to be Search,stopped
2013-04-14,male,black,15,Dorchester,Reasonable Suspicion,stopped
2013-04-14,male,hispanic,30,Roxbury,Probable Cause,stopped
2013-04-14,male,hispanic,34,Dorchester,Probable Cause,stopped
2013-04-14,male,white,52,West Roxbury,Probable Cause,stopped
2013-04-15,male,white,20,Boston,Reasonable Suspicion,observed
2013-04-15,male,black,20,Dorchester,Probable Cause,stopped
2013-04-15,male,black,53,Boston,Probable Cause,stopped
2013-04-15,male,black,49,Allston,Reasonable Suspicion,stopped
2013-04-15,male,black,35,Roxbury,Probable Cause,observed
2013-04-15,male,black,42,Roxbury,Reasonable Suspicion,stopped
2013-04-15,male,white,44,Brighton,Probable Cause,stopped
2013-04-15,male,white,70,Boston,Probable Cause,stopped
2013-04-16,male,black,19,Mattapan,Probable Cause,stopped
2013-04-16,male,hispanic,25,Boston,Probable Cause,stopped
2013-04-16,male,hispanic,25,Boston,Probable Cause,stopped
2013-04-16,male,hispanic,25,Boston,Probable Cause,stopped
2013-04-16,male,white,50,East Boston,Reasonable Suspicion,stopped
2013-04-16,male,white,28,Hyde Park,Probable Cause,stopped
2013-04-17,male,black,26,South Boston,Reasonable Suspicion,observed
2013-04-17,male,black,23,Boston,Reasonable Suspicion,stopped
2013-04-17,male,white,16,South Boston,Probable Cause,observed
2013-04-17,male,black,53,Boston,Reasonable Suspicion,stopped
2013-04-17,male,black,16,Dorchester,Reasonable Suspicion,stopped
2013-04-17,male,white,38,Boston,Probable Cause,observed
2013-04-18,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-04-18,male,white,28,Brighton,Consented to be Search,stopped
2013-04-18,male,black,58,Boston,Probable Cause,stopped
2013-04-18,male,black,33,Dorchester,Reasonable Suspicion,stopped
2013-04-18,male,black,26,Roxbury,Probable Cause,stopped
2013-04-18,male,black,26,Roxbury,Probable Cause,stopped
2013-04-18,male,hispanic,31,East Boston,Reasonable Suspicion,stopped
2013-04-18,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-04-18,male,black,22,Roslindale,Consented to be Search,stopped
2013-04-19,male,hispanic,55,East Boston,Consented to be Search,stopped
2013-04-19,male,white,19,East Boston,Reasonable Suspicion,stopped
2013-04-19,male,white,32,Boston,Reasonable Suspicion,stopped
2013-04-19,female,white,25,Brighton,Probable Cause,stopped
2013-04-20,male,black,34,South Boston,Probable Cause,stopped
2013-04-20,male,black,25,Mattapan,Probable Cause,stopped
2013-04-20,male,black,26,Boston,Probable Cause,stopped
2013-04-20,male,black,26,Boston,Probable Cause,stopped
2013-04-21,male,hispanic,29,Roxbury,Probable Cause,stopped
2013-04-21,male,black,37,Boston,Probable Cause,stopped
2013-04-21,male,hispanic,30,Boston,Probable Cause,stopped
2013-04-21,male,white,18,Boston,Probable Cause,observed
2013-04-21,male,black,22,Dorchester,Probable Cause,stopped
2013-04-21,male,black,37,Dorchester,Probable Cause,stopped
2013-04-21,male,hispanic,25,Roxbury,Probable Cause,stopped
2013-04-21,male,white,18,Boston,Probable Cause,stopped
2013-04-21,male,black,22,Dorchester,Probable Cause,stopped
2013-04-21,male,hispanic,21,Roxbury,Probable Cause,stopped
2013-04-22,male,white,52,Dorchester,Reasonable Suspicion,stopped
2013-04-22,male,black,50,Brighton,Probable Cause,stopped
2013-04-22,male,black,56,Dorchester,Probable Cause,stopped
2013-04-22,male,black,52,Brighton,Probable Cause,stopped
2013-04-22,male,black,29,Boston,Probable Cause,stopped
2013-04-22,male,white,30,Boston,Probable Cause,stopped
2013-04-23,male,black,49,Roslindale,Probable Cause,stopped
2013-04-23,male,black,41,Dorchester,Probable Cause,stopped
2013-04-23,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-04-24,male,hispanic,46,Boston,Probable Cause,stopped
2013-04-24,male,white,16,Dorchester,Reasonable Suspicion,observed
2013-04-24,male,black,17,Roslindale,Consented to be Search,stopped
2013-04-24,female,hispanic,34,Boston,Probable Cause,stopped
2013-04-25,male,white,39,Boston,Reasonable Suspicion,stopped
2013-04-25,male,black,20,Roslindale,Probable Cause,stopped
2013-04-25,female,black,53,Boston,Probable Cause,stopped
2013-04-25,female,white,49,Boston,Reasonable Suspicion,stopped
2013-04-25,male,black,37,Dorchester,Probable Cause,stopped
2013-04-25,male,black,46,South End,Probable Cause,stopped
2013-04-25,male,hispanic,21,Dorchester,Reasonable Suspicion,stopped
2013-04-25,male,black,23,Boston,Probable Cause,stopped
2013-04-25,male,black,19,Dorchester,Probable Cause,stopped
2013-04-25,male,black,22,Roxbury,Probable Cause,stopped
2013-04-25,male,black,28,Roxbury,Probable Cause,stopped
2013-04-25,male,white,52,Dorchester,Reasonable Suspicion,observed
2013-04-25,male,black,31,Dorchester,Probable Cause,stopped
2013-04-26,male,white,37,South End,Probable Cause,stopped
2013-04-26,male,black,22,Dorchester,Probable Cause,stopped
2013-04-26,male,black,19,Dorchester,Probable Cause,stopped
2013-04-26,male,black,30,Charlestown,Reasonable Suspicion,observed
2013-04-26,male,black,21,Dorchester,Probable Cause,stopped
2013-04-26,male,black,20,Dorchester,Probable Cause,stopped
2013-04-26,male,black,22,Roxbury,Probable Cause,stopped
2013-04-26,male,black,49,Hyde Park,Probable Cause,stopped
2013-04-26,male,black,22,Boston,Probable Cause,stopped
2013-04-26,male,white,30,Charlestown,Probable Cause,stopped
2013-04-26,male,black,22,Mattapan,Probable Cause,stopped
2013-04-26,male,black,23,Dorchester,Probable Cause,stopped
2013-04-26,female,white,43,South Boston,Probable Cause,observed
2013-04-26,male,black,42,Boston,Consented to be Search,stopped
2013-04-27,female,white,55,Charlestown,Probable Cause,observed
2013-04-27,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-04-27,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-04-27,male,black,27,Dorchester,Probable Cause,stopped
2013-04-28,male,hispanic,53,Boston,Probable Cause,stopped
2013-04-29,male,black,24,Boston,Probable Cause,stopped
2013-04-29,male,black,27,Roslindale,Probable Cause,stopped
2013-04-29,male,white,20,Charlestown,Reasonable Suspicion,observed
2013-04-29,male,white,20,Allston,Probable Cause,stopped
2013-04-29,male,white,46,Mattapan,Probable Cause,observed
2013-04-29,female,white,22,Charlestown,Probable Cause,stopped
2013-04-29,female,white,30,South Boston,Probable Cause,stopped
2013-04-29,female,white,36,Dorchester,Probable Cause,stopped
2013-04-29,male,white,28,Charlestown,Probable Cause,stopped
2013-04-29,female,white,25,Charlestown,Probable Cause,stopped
2013-04-29,female,white,43,Mattapan,Probable Cause,stopped
2013-04-29,male,white,44,South Boston,Probable Cause,stopped
2013-04-30,male,white,18,Boston,Probable Cause,stopped
