date,sex,race,age,city,suspicion,action
2013-08-10,male,white,21,East Boston,Reasonable Suspicion,stopped
2013-08-10,male,white,23,South Boston,Reasonable Suspicion,stopped
2013-08-10,male,white,21,East Boston,Reasonable Suspicion,stopped
2013-08-10,male,black,55,Boston,Reasonable Suspicion,stopped
2013-08-10,male,white,28,Allston,Reasonable Suspicion,stopped
2013-08-10,male,black,20,Dorchester,Probable Cause,stopped
2013-08-11,male,hispanic,25,Dorchester,Consented to be Search,observed
2013-08-11,male,white,39,Boston,Probable Cause,stopped
2013-08-11,female,hispanic,30,Roxbury,Probable Cause,observed
2013-08-11,male,black,49,Dorchester,Probable Cause,stopped
2013-08-11,male,hispanic,25,Dorchester,Consented to be Search,observed
2013-08-11,male,black,37,Dorchester,Probable Cause,stopped
2013-08-11,male,white,27,Hyde Park,Reasonable Suspicion,observed
2013-08-11,male,hispanic,23,Roslindale,Probable Cause,stopped
2013-08-11,male,hispanic,27,Mattapan,Reasonable Suspicion,observed
2013-08-11,male,hispanic,22,Dorchester,Probable Cause,stopped
2013-08-11,male,white,56,Boston,Reasonable Suspicion,observed
2013-08-11,female,white,41,Boston,Reasonable Suspicion,stopped
2013-08-11,male,white,31,Roslindale,Reasonable Suspicion,observed
2013-08-11,male,black,51,Boston,Probable Cause,observed
2013-08-12,male,black,52,South Boston,Reasonable Suspicion,stopped
2013-08-12,male,black,67,Dorchester,Probable Cause,stopped
2013-08-12,male,hispanic,22,Roxbury,Reasonable Suspicion,stopped
2013-08-12,male,black,30,Boston,Probable Cause,stopped
2013-08-12,male,white,21,Dorchester,Probable Cause,stopped
2013-08-12,male,hispanic,40,Boston,Reasonable Suspicion,observed
2013-08-12,male,black,38,Mattapan,Probable Cause,stopped
2013-08-12,male,black,27,Roxbury,Probable Cause,stopped
2013-08-12,male,hispanic,35,Roxbury,Probable Cause,observed
2013-08-13,male,black,41,Dorchester,Probable Cause,stopped
2013-08-13,male,white,34,Boston,Probable Cause,stopped
2013-08-13,male,hispanic,21,Roslindale,Probable Cause,stopped
2013-08-13,male,white,37,Dorchester,Probable Cause,stopped
2013-08-13,male,white,30,Roxbury,Probable Cause,stopped
2013-08-13,female,white,24,Roslindale,Probable Cause,stopped
2013-08-13,male,black,33,Dorchester,Probable Cause,stopped
2013-08-13,male,black,31,Dorchester,Reasonable Suspicion,stopped
2013-08-13,male,white,34,Boston,Reasonable Suspicion,stopped
2013-08-14,female,black,37,Dorchester,Probable Cause,observed
2013-08-14,male,white,43,Roslindale,Probable Cause,stopped
2013-08-14,female,white,29,Boston,Probable Cause,stopped
2013-08-14,female,black,49,Roxbury,Probable Cause,stopped
2013-08-14,male,hispanic,26,East Boston,Reasonable Suspicion,stopped
2013-08-14,male,black,42,Boston,Reasonable Suspicion,stopped
2013-08-14,male,hispanic,20,Mattapan,Reasonable Suspicion,stopped
2013-08-15,male,white,37,Boston,Probable Cause,stopped
2013-08-15,male,white,28,Boston,Probable Cause,stopped
2013-08-15,male,black,21,Boston,Probable Cause,stopped
2013-08-15,male,black,20,Dorchester,Probable Cause,observed
2013-08-15,male,black,37,Dorchester,Probable Cause,stopped
2013-08-15,male,white,37,Boston,Probable Cause,stopped
2013-08-15,male,white,28,Boston,Probable Cause,stopped
2013-08-15,male,black,33,Dorchester,Reasonable Suspicion,stopped
2013-08-15,male,white,37,Boston,Probable Cause,stopped
2013-08-16,male,white,40,Boston,Probable Cause,stopped
2013-08-16,male,white,37,Boston,Probable Cause,stopped
2013-08-16,male,black,47,Hyde Park,Probable Cause,observed
2013-08-16,male,black,24,Dorchester,Probable Cause,stopped
2013-08-17,male,hispanic,20,Dorchester,Probable Cause,stopped
2013-08-17,male,black,27,Dorchester,Reasonable Suspicion,stopped
2013-08-17,male,hispanic,30,Boston,Probable Cause,observed
2013-08-17,male,black,33,Mattapan,Probable Cause,stopped
2013-08-17,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-08-17,male,black,51,Dorchester,Probable Cause,stopped
2013-08-17,male,black,26,Mattapan,Probable Cause,stopped
2013-08-17,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-08-18,female,black,36,Mattapan,Probable Cause,stopped
2013-08-18,male,black,50,Dorchester,Probable Cause,observed
2013-08-18,female,white,38,Dorchester,Probable Cause,stopped
2013-08-18,male,hispanic,22,East Boston,Probable Cause,stopped
2013-08-18,male,black,38,Mattapan,Probable Cause,stopped
2013-08-18,male,black,23,Hyde Park,Reasonable Suspicion,observed
2013-08-18,male,black,23,Dorchester,Probable Cause,stopped
2013-08-18,male,black,18,Roxbury,Probable Cause,stopped
2013-08-19,male,black,34,Roxbury,Probable Cause,stopped
2013-08-19,male,black,23,Mission Hill,Probable Cause,stopped
2013-08-19,female,hispanic,31,Boston,Reasonable Suspicion,observed
2013-08-19,male,black,21,Roslindale,Probable Cause,stopped
2013-08-20,male,black,47,Dorchester,Probable Cause,stopped
2013-08-20,male,black,19,Boston,Probable Cause,stopped
2013-08-20,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-08-20,male,white,51,Boston,Probable Cause,stopped
2013-08-20,male,white,27,Boston,Reasonable Suspicion,stopped
2013-08-20,male,white,26,Boston,Probable Cause,stopped
2013-08-20,female,white,23,Boston,Probable Cause,stopped
2013-08-20,male,hispanic,30,Boston,Reasonable Suspicion,stopped
2013-08-20,female,hispanic,26,Boston,Reasonable Suspicion,stopped
2013-08-21,female,black,22,Roxbury,Probable Cause,observed
2013-08-21,male,black,48,Boston,Probable Cause,observed
2013-08-21,male,black,24,Dorchester,Probable Cause,stopped
2013-08-21,male,hispanic,24,Boston,Probable Cause,observed
2013-08-21,male,black,23,Roxbury,Probable Cause,stopped
2013-08-21,male,black,23,Dorchester,Probable Cause,stopped
2013-08-22,male,white,32,East Boston,Probable Cause,observed
2013-08-22,male,black,57,Boston,Reasonable Suspicion,observed
2013-08-22,male,white,44,South Boston,Probable Cause,observed
2013-08-22,male,black,57,Boston,Probable Cause,observed
2013-08-22,female,black,53,Boston,Probable Cause,observed
2013-08-23,male,black,31,Dorchester,Probable Cause,stopped
2013-08-23,male,black,20,Roxbury,Reasonable Suspicion,stopped
2013-08-23,male,black,26,Boston,Probable Cause,stopped
2013-08-23,male,black,34,Boston,Probable Cause,stopped
2013-08-23,male,black,54,Boston,Probable Cause,observed
2013-08-23,male,white,25,Hyde Park,Consented to be Search,stopped
2013-08-23,male,hispanic,38,Roxbury,Consented to be Search,stopped
2013-08-23,male,black,41,Boston,Reasonable Suspicion,observed
2013-08-23,male,black,46,Dorchester,Reasonable Suspicion,stopped
2013-08-23,male,black,26,Boston,Probable Cause,stopped
2013-08-23,male,hispanic,27,Hyde Park,Probable Cause,stopped
2013-08-23,male,black,23,East Boston,Reasonable Suspicion,stopped
2013-08-23,male,black,30,Roxbury,Probable Cause,stopped
2013-08-24,male,black,35,Roxbury,Reasonable Suspicion,stopped
2013-08-24,male,black,32,Hyde Park,Probable Cause,stopped
2013-08-24,male,black,31,Hyde Park,Probable Cause,stopped
2013-08-25,male,white,34,South Boston,Reasonable Suspicion,observed
2013-08-25,male,hispanic,55,Roxbury,Probable Cause,stopped
2013-08-25,male,black,21,Boston,Probable Cause,stopped
2013-08-25,male,black,24,Boston,Probable Cause,stopped
2013-08-25,male,hispanic,29,East Boston,Probable Cause,stopped
2013-08-25,female,black,24,Roslindale,Reasonable Suspicion,stopped
2013-08-25,male,white,77,West Roxbury,Probable Cause,observed
2013-08-25,male,black,35,Mattapan,Probable Cause,stopped
2013-08-26,male,black,52,Dorchester,Probable Cause,observed
2013-08-26,male,black,57,Dorchester,Reasonable Suspicion,stopped
2013-08-26,male,black,26,Boston,Probable Cause,stopped
2013-08-26,male,white,32,Boston,Reasonable Suspicion,stopped
2013-08-26,male,black,25,East Boston,Probable Cause,stopped
2013-08-26,male,black,29,Dorchester,Probable Cause,stopped
2013-08-26,female,hispanic,23,Dorchester,Reasonable Suspicion,observed
2013-08-26,female,hispanic,22,Hyde Park,Probable Cause,observed
2013-08-26,male,black,20,Boston,Reasonable Suspicion,stopped
2013-08-26,male,black,20,Boston,Reasonable Suspicion,stopped
2013-08-26,male,black,16,Hyde Park,Reasonable Suspicion,stopped
2013-08-26,female,black,34,Boston,Probable Cause,stopped
2013-08-26,male,black,25,Boston,Probable Cause,stopped
2013-08-26,male,black,40,Boston,Reasonable Suspicion,observed
2013-08-27,male,white,53,Dorchester,Probable Cause,stopped
2013-08-27,male,white,17,East Boston,Reasonable Suspicion,observed
2013-08-27,female,white,15,East Boston,Reasonable Suspicion,observed
2013-08-27,male,hispanic,34,East Boston,Reasonable Suspicion,observed
2013-08-27,male,black,35,Dorchester,Probable Cause,observed
2013-08-27,male,black,26,Boston,Probable Cause,observed
2013-08-27,male,black,20,Brighton,Probable Cause,stopped
2013-08-27,male,white,14,East Boston,Reasonable Suspicion,observed
2013-08-27,male,white,26,Brighton,Probable Cause,stopped
2013-08-27,male,white,51,Roslindale,Consented to be Search,stopped
2013-08-27,male,black,25,Dorchester,Probable Cause,stopped
2013-08-27,male,white,51,Roslindale,Consented to be Search,stopped
2013-08-27,male,white,51,Roslindale,Consented to be Search,stopped
2013-08-27,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-08-27,male,black,23,Dorchester,Probable Cause,stopped
2013-08-27,male,black,24,Boston,Reasonable Suspicion,observed
2013-08-27,female,black,50,Boston,Probable Cause,stopped
2013-08-27,male,hispanic,36,Dorchester,Probable Cause,observed
2013-08-27,male,black,28,East Boston,Probable Cause,stopped
2013-08-27,male,white,51,Roslindale,Consented to be Search,stopped
2013-08-28,male,black,24,Boston,Probable Cause,stopped
2013-08-28,male,white,31,Dorchester,Probable Cause,stopped
2013-08-28,male,black,32,Roxbury,Probable Cause,stopped
2013-08-28,male,black,23,Boston,Probable Cause,stopped
2013-08-28,male,white,48,Dorchester,Probable Cause,observed
2013-08-28,male,black,25,Dorchester,Probable Cause,stopped
2013-08-28,female,white,35,South Boston,Probable Cause,stopped
2013-08-28,male,hispanic,23,Dorchester,Probable Cause,stopped
2013-08-28,male,black,30,Hyde Park,Probable Cause,stopped
2013-08-28,male,white,29,Brighton,Probable Cause,stopped
2013-08-28,male,black,50,Roslindale,Probable Cause,stopped
2013-08-28,male,black,26,Boston,Reasonable Suspicion,stopped
2013-08-28,male,white,28,Dorchester,Probable Cause,stopped
2013-08-28,male,black,26,Dorchester,Probable Cause,stopped
2013-08-29,male,hispanic,29,Dorchester,Probable Cause,stopped
2013-08-29,male,black,22,Dorchester,Consented to be Search,stopped
2013-08-29,male,black,47,Boston,Reasonable Suspicion,stopped
2013-08-29,male,white,42,Boston,Reasonable Suspicion,stopped
2013-08-29,male,black,22,Fenway Kenmore,Reasonable Suspicion,stopped
2013-08-29,male,black,22,Boston,Probable Cause,stopped
2013-08-29,male,black,27,Dorchester,Consented to be Search,stopped
2013-08-29,male,hispanic,26,East Boston,Reasonable Suspicion,stopped
2013-08-29,female,black,20,Boston,Consented to be Search,stopped
2013-08-29,male,black,21,Allston,Probable Cause,stopped
2013-08-29,male,black,27,Roxbury,Probable Cause,stopped
2013-08-29,male,black,47,Boston,Probable Cause,stopped
2013-08-29,male,hispanic,21,Roxbury,Reasonable Suspicion,stopped
2013-08-29,male,black,25,Dorchester,Probable Cause,stopped
2013-08-29,female,white,17,Beacon Hill,Reasonable Suspicion,stopped
2013-08-29,male,black,27,Dorchester,Reasonable Suspicion,stopped
2013-08-30,male,black,31,Dorchester,Reasonable Suspicion,stopped
2013-08-30,male,black,17,Jamaica Plain,Reasonable Suspicion,stopped
2013-08-30,male,white,29,South Boston,Reasonable Suspicion,stopped
2013-08-30,male,white,33,South Boston,Probable Cause,stopped
2013-08-30,male,black,25,Brighton,Reasonable Suspicion,observed
2013-08-30,male,black,39,Roslindale,Probable Cause,stopped
2013-08-30,male,black,23,Dorchester,Probable Cause,stopped
2013-08-30,male,black,22,Roxbury,Probable Cause,stopped
2013-08-30,male,black,22,Boston,Probable Cause,stopped
2013-08-30,female,black,53,Mattapan,Reasonable Suspicion,observed
2013-08-30,male,black,54,Mattapan,Probable Cause,observed
2013-08-30,female,black,22,Roxbury,Probable Cause,stopped
2013-08-31,male,black,18,Dorchester,Probable Cause,observed
2013-08-31,male,black,23,Dorchester,Probable Cause,stopped
2013-08-31,male,black,30,Roxbury,Probable Cause,stopped
2013-08-31,male,black,48,Dorchester,Reasonable Suspicion,stopped
2013-08-31,female,black,33,Dorchester,Reasonable Suspicion,stopped
2013-08-31,male,white,47,Dorchester,Reasonable Suspicion,stopped
2013-08-31,male,black,18,Boston,Probable Cause,stopped
2013-08-31,male,black,17,Dorchester,Reasonable Suspicion,stopped
2013-08-31,male,black,16,Boston,Probable Cause,stopped
2013-08-31,male,black,32,Roxbury,Probable Cause,stopped
2013-08-31,male,black,26,Mattapan,Probable Cause,observed
2013-08-31,male,white,47,Mattapan,Reasonable Suspicion,stopped
2013-08-31,male,hispanic,25,Dorchester,Probable Cause,stopped
2013-08-31,female,black,20,Dorchester,Consented to be Search,stopped
2013-08-31,male,black,43,Dorchester,Probable Cause,stopped
2013-08-31,male,black,22,Hyde Park,Reasonable Suspicion,stopped
2013-09-01,male,hispanic,27,Roxbury,Probable Cause,observed
2013-09-01,male,black,31,Boston,Probable Cause,stopped
2013-09-01,female,black,37,Boston,Reasonable Suspicion,observed
2013-09-01,male,white,19,Roxbury,Probable Cause,stopped
2013-09-01,male,black,46,Boston,Probable Cause,stopped
2013-09-02,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-09-02,male,white,47,Hyde Park,Probable Cause,stopped
2013-09-02,male,black,36,Mattapan,Reasonable Suspicion,stopped
2013-09-02,male,white,27,Boston,Reasonable Suspicion,stopped
2013-09-02,male,black,25,Dorchester,Reasonable Suspicion,stopped
